timestamp,source_type,source_name,url,product,editor,version,severity,cvss,cve,title,entry_id,snippet
2025-10-22T10:36:22Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,at,Ubuntu,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes"
2025-10-22T10:36:22Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,ed,Ubuntu,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Ro"
2025-10-22T10:36:22Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,screen,Ubuntu,4.8.0-1ubuntu0.1,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Robotics Vision 60 v0.27.2 APK. This vulnerability allows an attacker to connect to the robot's WiFi and view all its data, as it runs on ROS 2 without default authentication. In addition, the attacker can connect via SSH and gain full control of the robot, which could cause physical damage to the robot itself or its environment. Severity: 7.0 | HIGH Visit the li"
2025-10-22T10:36:22Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,time,Ubuntu,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"self or its environment. Severity: 7.0 | HIGH Visit the link for more details, such as CVSS details, affected products, timeline, and more...  "
2025-10-22T10:36:23Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,which,CentOS,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"ROS 2 without default authentication. In addition, the attacker can connect via SSH and gain full control of the robot, which could cause physical damage to the robot itself or its environment. Severity: 7.0 | HIGH Visit the link for more detail"
2025-10-22T10:36:23Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,screen,CentOS,4.1.0-0.27.20120314git3c2946.el7_9,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Robotics Vision 60 v0.27.2 APK. This vulnerability allows an attacker to connect to the robot's WiFi and view all its data, as it runs on ROS 2 without default authentication. In addition, the attacker can connect via SSH and gain full control of the robot, which could cause physical damage to the robot itself or its environment. Severity: 7.0 | HIGH Visit the li"
2025-10-22T10:36:23Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,ssh,Ubuntu,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"ision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Robotics Vision 60 v0.27.2 APK. This vulnerability allows an attacker to connect to"
2025-10-22T10:36:23Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,go,Canonical*,,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"n vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Robotics Vision 60 v0.27.2 APK. This vulnerabi"
2025-10-22T10:36:23Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41110,tracker,Ubuntu,3.7.1-1build1,HIGH,,CVE-2025-41110,CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41110,"CVE-2025-41110 - Improper Authentication vulnerability in Ghost Robotics' Vision 60 CVE ID : CVE-2025-41110 Published : Oct. 22, 2025, 9:15 a.m. | 59 minutes ago Description : Encrypted WiFi and SSH credentials were found in the Ghost Robotics Vision 60 v0.27.2 APK. This vulnerability allows an attacker to connect to the robot's WiFi and view all its data, as it runs on ROS 2 without default authentication. In addition, the attacker can connect via SSH and gain full control of the robot, which could cause physical damage to the robot itself or its environment. Severity: 7.0 | HIGH Visit the li"
2025-10-22T10:36:24Z,RSS,Latest Vulnerabilities,https://cvefeed.io/vuln/detail/CVE-2025-41109,at,Ubuntu,,HIGH,,CVE-2025-41109,CVE-2025-41109 - Use of Hard-coded Credentials vulnerability in Ghost Robotics' Vision 60,https://cvefeed.io/vuln/detail/CVE-2025-41109," its physical interfaces, three RJ45 connectors and a USB Type-C port. The vulnerability is due to the lack of authentication mechanisms when establishing connections through these ports. Specifically, with regard to network connectivity, the"
